"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Syria","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","30.2",""
"Syria","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","29.9",""
"Syria","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","29.6","1"
"Syria","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","29.4","1"
"Syria","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","29.1","1"
"Syria","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","29.7","1"
"Syria","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","29.3",""
"Syria","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","28.9",""
"Syria","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","28.5",""
"Syria","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","28.1",""
"Syria","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","27.7",""
"Syria","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","27.2",""
"Syria","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","26.8",""
"Syria","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","26.4",""
"Syria","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","26.0",""
"Syria","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","25.6",""
"Syria","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","25.1",""
"Syria","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","24.7",""
"Syria","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","24.2",""
"Syria","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","23.8",""
"Tajikistan","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","43.9",""
"Tajikistan","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","43.7",""
"Tajikistan","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","43.5",""
"Tajikistan","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","43.8",""
"Tajikistan","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","43.3",""
"Tajikistan","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","42.9",""
"Tajikistan","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","42.4","1"
"Tajikistan","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","42.2","1"
"Tajikistan","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","42.1","1"
"Tajikistan","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","42.0","1"
"Tajikistan","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","42.0","1"
"Tajikistan","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","42.0","1"
"Tajikistan","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","42.0","1"
"Tajikistan","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","42.0","1"
"Tajikistan","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","42.1","1"
"Tajikistan","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","42.1","1"
"Tajikistan","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","42.2","1"
"Tajikistan","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","42.6","1"
"Tajikistan","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","42.9","1"
"Tajikistan","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","43.2","1"
"Tajikistan","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","43.5","1"
"Tajikistan","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","43.9","1"
"Tanzania","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","49.6",""
"Tanzania","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","49.7",""
"Tanzania","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","49.7",""
"Tanzania","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","49.8",""
"Tanzania","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","49.9",""
"Tanzania","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","49.9","1"
"Tanzania","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","49.9",""
"Tanzania","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","49.9",""
"Tanzania","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","49.9",""
"Tanzania","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","49.9",""
"Tanzania","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","50.0",""
"Tanzania","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","50.0",""
"Tanzania","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","50.0",""
"Tanzania","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","50.1",""
"Tanzania","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","50.1",""
"Tanzania","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","50.2",""
"Tanzania","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","50.2",""
"Tanzania","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","50.2",""
"Tanzania","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","50.2",""
"Tanzania","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","50.2",""
"Tanzania","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","50.2",""
"Tanzania","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","50.2",""
"Thailand","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","47.0",""
"Thailand","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","46.8",""
"Thailand","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","46.5",""
"Thailand","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","45.9","1"
"Thailand","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","45.8",""
"Thailand","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","45.7","1"
"Thailand","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","45.9","1"
"Thailand","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","45.6","1"
"Thailand","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","45.6","1"
"Thailand","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","45.9","1"
"Thailand","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","45.7","1"
"Thailand","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","45.0",""
"Thailand","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","44.3","1"
"Thailand","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","45.1",""
"Thailand","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","45.7",""
"Thailand","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","46.3",""
"Thailand","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","46.8","1"
"Thailand","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","46.9","1"
"Thailand","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","47.0","1"
"Thailand","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","46.9","1"
"Thailand","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","46.9",""
"Thailand","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","46.8",""
"Timor Leste","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","39.7",""
"Timor Leste","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","39.6",""
"Timor Leste","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","39.6",""
"Timor Leste","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","39.6",""
"Timor Leste","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","39.0",""
"Timor Leste","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","39.0",""
"Timor Leste","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","38.6",""
"Timor Leste","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","38.2",""
"Timor Leste","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","37.9",""
"Timor Leste","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","37.5",""
"Timor Leste","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","37.1",""
"Timor Leste","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","36.8",""
"Timor Leste","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","36.8",""
"Timor Leste","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","36.9",""
"Timor Leste","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","37.0",""
"Timor Leste","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","37.2",""
"Timor Leste","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","37.5",""
"Timor Leste","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","37.8",""
"Timor Leste","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","38.2",""
"Timor Leste","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","38.8",""
"Timor Leste","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","39.1",""
"Timor Leste","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","39.3",""
"Togo","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","36.7",""
"Togo","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","36.7",""
"Togo","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","36.8",""
"Togo","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","36.8",""
"Togo","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","37.0",""
"Togo","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","37.1",""
"Togo","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","37.2",""
"Togo","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","37.4",""
"Togo","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","37.5",""
"Togo","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","37.7",""
"Togo","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","37.8",""
"Togo","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","37.9",""
"Togo","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","38.0",""
"Togo","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","38.0",""
"Togo","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","38.2",""
"Togo","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","38.4",""
"Togo","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","38.5",""
"Togo","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","38.6",""
"Togo","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","38.6",""
"Togo","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","38.6",""
"Togo","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","38.6",""
"Togo","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","38.7",""
"Tonga","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","37.8",""
"Tonga","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","37.8",""
"Tonga","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","38.9",""
"Tonga","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","38.9",""
"Tonga","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","38.9",""
"Tonga","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","38.9",""
"Tonga","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","38.9",""
"Tonga","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","38.9",""
"Tonga","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","38.9",""
"Tonga","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","38.9",""
"Tonga","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","38.9",""
"Tonga","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","37.1",""
"Tonga","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","37.1","1"
"Tonga","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","37.1",""
"Tonga","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","35.3",""
"Tonga","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","33.3",""
"Tonga","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","33.3","1"
"Tonga","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","34.4",""
"Tonga","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","31.3",""
"Tonga","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","32.3",""
"Tonga","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","32.3",""
"Tonga","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","33.3",""
"Trinidad and Tobago","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","39.2",""
"Trinidad and Tobago","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","39.2",""
"Trinidad and Tobago","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","39.1",""
"Trinidad and Tobago","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","40.8",""
"Trinidad and Tobago","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","40.3","1"
"Trinidad and Tobago","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","39.9",""
"Trinidad and Tobago","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","39.5","1"
"Trinidad and Tobago","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","39.8","1"
"Trinidad and Tobago","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","39.7","1"
"Trinidad and Tobago","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","39.8",""
"Trinidad and Tobago","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","40.0","1"
"Trinidad and Tobago","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","38.7","1"
"Trinidad and Tobago","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","38.4",""
"Trinidad and Tobago","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","38.4","1"
"Trinidad and Tobago","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","38.4",""
"Trinidad and Tobago","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","38.5","1"
"Trinidad and Tobago","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","36.9",""
"Trinidad and Tobago","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","36.2","1"
"Trinidad and Tobago","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","36.3","1"
"Trinidad and Tobago","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","35.7","1"
"Trinidad and Tobago","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","35.5",""
"Trinidad and Tobago","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","34.8",""
"Tunisia","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","28.1",""
"Tunisia","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","27.7",""
"Tunisia","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","27.2",""
"Tunisia","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","26.7",""
"Tunisia","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","26.3",""
"Tunisia","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","25.9",""
"Tunisia","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","25.5",""
"Tunisia","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","25.1",""
"Tunisia","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","24.7",""
"Tunisia","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","24.3","1"
"Tunisia","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","23.8",""
"Tunisia","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","23.4",""
"Tunisia","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","23.1",""
"Tunisia","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","22.7",""
"Tunisia","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","22.3",""
"Tunisia","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","22.0",""
"Tunisia","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","21.6",""
"Tunisia","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","21.3","1"
"Tunisia","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","21.0",""
"Tunisia","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","20.7",""
"Tunisia","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","20.5",""
"Tunisia","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","20.1",""
"Turkey","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","26.5",""
"Turkey","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","26.5",""
"Turkey","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","26.4",""
"Turkey","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","27.2","1"
"Turkey","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","27.8","1"
"Turkey","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","26.9","1"
"Turkey","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","26.2","1"
"Turkey","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","28.0","1"
"Turkey","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","27.3","1"
"Turkey","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","26.9","1"
"Turkey","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","27.9","1"
"Turkey","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","28.1","1"
"Turkey","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","28.1","1"
"Turkey","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","25.2","1"
"Turkey","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","28.7","1"
"Turkey","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","29.5","1"
"Turkey","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","29.4","1"
"Turkey","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","30.3","1"
"Turkey","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","29.1","1"
"Turkey","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","29.8",""
"Turkey","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","30.6",""
"Turkey","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","31.3",""
"Turkmenistan","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","46.7",""
"Turkmenistan","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","46.7",""
"Turkmenistan","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","46.6",""
"Turkmenistan","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","46.8",""
"Turkmenistan","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","46.6",""
"Turkmenistan","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","46.3",""
"Turkmenistan","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","46.1",""
"Turkmenistan","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","45.7",""
"Turkmenistan","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","45.4",""
"Turkmenistan","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","45.3",""
"Turkmenistan","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","45.5",""
"Turkmenistan","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","45.6",""
"Turkmenistan","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","45.7",""
"Turkmenistan","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","45.9",""
"Turkmenistan","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","46.6",""
"Turkmenistan","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","46.2",""
"Turkmenistan","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","46.9",""
"Turkmenistan","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","47.0",""
"Turkmenistan","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","47.0",""
"Turkmenistan","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","46.9",""
"Turkmenistan","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","46.9",""
"Turkmenistan","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","47.0",""
"Uganda","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","48.5",""
"Uganda","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","48.4",""
"Uganda","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","48.3",""
"Uganda","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","48.1",""
"Uganda","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","48.1",""
"Uganda","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","48.1",""
"Uganda","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","48.1",""
"Uganda","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","48.0",""
"Uganda","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","48.0",""
"Uganda","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","47.9",""
"Uganda","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","47.9",""
"Uganda","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","47.8",""
"Uganda","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","47.6",""
"Uganda","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","47.5",""
"Uganda","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","47.4",""
"Uganda","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","47.3",""
"Uganda","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","47.3",""
"Uganda","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","47.2",""
"Uganda","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","47.2",""
"Uganda","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","47.1",""
"Uganda","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","47.1",""
"Uganda","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","47.1",""
"Ukraine","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","48.4",""
"Ukraine","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","48.5",""
"Ukraine","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","48.7",""
"Ukraine","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","49.5","1"
"Ukraine","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","49.5","1"
"Ukraine","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","49.2","1"
"Ukraine","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","48.8","1"
"Ukraine","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","48.8","1"
"Ukraine","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","51.3","1"
"Ukraine","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","50.8",""
"Ukraine","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","50.4",""
"Ukraine","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","49.9","1"
"Ukraine","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","49.6",""
"Ukraine","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","49.5",""
"Ukraine","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","49.3",""
"Ukraine","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","49.3",""
"Ukraine","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","49.3","1"
"Ukraine","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","49.3",""
"Ukraine","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","49.3",""
"Ukraine","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","49.2",""
"Ukraine","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","49.2",""
"Ukraine","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","49.3",""
"United Arab Emirates","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","14.6",""
"United Arab Emirates","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","14.2",""
"United Arab Emirates","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","13.8",""
"United Arab Emirates","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","13.1",""
"United Arab Emirates","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","12.8",""
"United Arab Emirates","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","12.6",""
"United Arab Emirates","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","12.3",""
"United Arab Emirates","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","12.2",""
"United Arab Emirates","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","12.0",""
"United Arab Emirates","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","11.5",""
"United Arab Emirates","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","11.6",""
"United Arab Emirates","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","11.8","1"
"United Arab Emirates","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","11.4",""
"United Arab Emirates","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","11.0",""
"United Arab Emirates","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","10.6",""
"United Arab Emirates","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","10.2",""
